ZPPG_id,Longitude,Latitude,Shortitude,Deltitude,Feng_Shui_of_Surrounding_Area,Local_Value_of_Pi,Murphys_Constant,Strange_Smell_EXTREMELY,Strange_Smell_No,Strange_Smell_Somewhat,Air_Tastes_Like_Apples,Air_Tastes_Like_Burning,Air_Tastes_Like_Copper,Air_Tastes_Like_Mint,Air_Tastes_Like_Nothing_In_Particular,Otherworldly_Skittering,Unearthly_Squelching,Eerie_Silence,Impossible_Humming,Unnatural_Buzzing,ZPPG_Performance
1686,-75.293,-35.907,44.268,3.065,0.5,3.1488,2.03,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2186
1687,-3.234,23.962,-17.418,-48.491,0.5,3.1259,4.33,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.24719999999999998
1688,-27.218,73.842,32.6,38.537,0.5,3.1499,4.73,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2451
1689,-14.749,62.171,-46.226,-17.546,0.0,3.1663,3.79,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2274
1690,-1.596,73.569,30.434,36.49,0.0,3.1306,4.13,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3912
1691,-164.7,-67.654,68.152,45.421,0.5,3.1497,3.84,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.11800000000000001
1692,-65.278,-51.519,-53.012,42.39,0.5,3.1222,1.94,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0827
1693,17.527,12.286,-24.036,-35.778,0.0,3.159,4.26,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1413
1694,-99.52,41.318,-34.534,-27.195,0.5,3.1713,4.67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0796
1695,-7.442,-24.187,-40.845,-20.185,0.5,3.1224,4.92,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1759
1696,-71.162,-32.632,-18.274,-28.825,0.5,3.15,4.48,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1411
1697,-21.412,59.509,-9.805,-31.479,0.5,3.1463,4.57,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1376
1698,128.7,-14.05,-18.673,28.997,0.5,3.1127,2.15,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1594
1699,-98.465,-16.499,-38.122,39.59,0.5,3.1469,2.1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.29469999999999996
1700,101.254,-68.49,23.466,66.766,0.5,3.168,3.55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2141
1701,141.112,31.253,-7.278,-84.26,0.0,3.1699,4.88,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0816
1702,116.436,-40.997,24.002,26.313,0.5,3.1548,4.19,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5375
1703,-106.805,24.208,17.121,-54.907,0.0,3.1127,1.05,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21539999999999998
1704,21.165,53.895,75.792,-46.078,0.5,3.1298,4.42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1649
1705,119.294,5.493,14.082,44.368,0.0,3.1651,1.97,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1291
1706,151.306,-47.745,37.745,25.349,0.0,3.1464,2.19,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7641
1707,128.529,45.938,62.451,-56.912,0.5,3.1635,2.14,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2767
1708,40.038,44.53,18.971,82.802,0.5,3.128,5.93,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.056299999999999996
1709,-144.011,-19.894,-27.101,-37.97,0.0,3.1526,3.25,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.27399999999999997
1710,153.004,53.022,36.533,-28.169,0.5,3.153,2.31,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5128
1711,178.855,6.766,67.158,29.708,0.5,3.1409,3.19,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2339
1712,-63.396,50.177,-12.182,-67.035,0.5,3.1453,3.14,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2974
1713,23.01,-19.658,29.158,22.833,0.5,3.1354,4.43,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1018
1714,-78.188,-27.334,39.679,-31.715,0.5,3.1316,4.91,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1275
1715,41.091,-35.865,22.887,51.309,0.5,3.1446,2.38,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.41479999999999995
1716,169.976,-42.259,-12.628,-41.913,0.5,3.1411,5.49,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.049
1717,-28.067,78.272,5.233,-45.437,0.5,3.1618,3.72,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5378000000000001
1718,-100.12,-72.069,22.918,54.889,0.0,3.1066,5.19,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1469
1719,-144.332,-19.566,-9.632,32.866,0.5,3.1705,5.65,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08839999999999999
1720,-43.433,35.521,46.173,-22.016,0.5,3.1555,2.66,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.386
1721,-132.033,28.739,-63.723,11.58,0.5,3.1336,4.66,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0602
1722,86.479,-47.31,-56.724,39.898,0.0,3.1419,4.11,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4692
1723,-57.515,41.902,55.428,42.789,0.0,3.129,4.86,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.09789999999999999
1724,141.87,-18.238,26.217,-7.166,0.5,3.1715,3.96,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3657
1725,-109.297,54.943,-46.504,-45.092,1.0,3.1377,2.64,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.09960000000000001
1726,-107.993,69.617,-33.613,-30.52,0.5,3.1075,4.81,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.207
1727,81.838,-76.644,-36.516,32.223,0.0,3.1459,3.3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0733
1728,162.321,-23.652,-39.353,-46.536,0.0,3.143,5.37,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0652
1729,46.084,80.069,-53.926,-38.002,0.5,3.1236,4.81,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0588
1730,167.08,-19.537,31.947,57.644,0.0,3.1429,1.44,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1875
1731,170.118,43.0,-16.257,-76.761,0.5,3.1341,3.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1974
1732,-129.482,71.349,-65.275,53.093,0.5,3.1092,4.9,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15259999999999999
1733,-129.873,-19.036,29.999,21.498,0.0,3.1436,5.13,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1766
1734,-10.427,18.798,54.083,-13.979,0.5,3.1177,3.45,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0472
1735,-23.772,25.093,16.064,15.937,0.0,3.1708,2.51,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1199
1736,121.932,-43.888,36.55,40.276,0.0,3.1062,5.82,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0175
1737,129.58,-11.123,-34.371,37.238,0.0,3.1285,1.92,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.26530000000000004
1738,-149.237,29.588,36.765,12.153,0.0,3.1303,3.88,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1093
1739,-2.398,-59.717,-29.518,-74.576,0.0,3.1646,3.04,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.49579999999999996
1740,118.059,52.633,45.03,-67.866,0.5,3.1125,5.28,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.261
1741,127.135,-38.123,35.155,31.993,0.5,3.1454,4.71,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5699000000000001
1742,84.759,22.906,25.586,-24.454,0.5,3.1527,5.88,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0602
1743,170.147,-60.655,2.693,-14.825,0.5,3.1381,3.38,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4108
1744,156.169,-48.974,-13.103,-19.493,0.0,3.145,2.03,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.17489999999999997
1745,0.901,10.357,-63.279,-29.398,0.5,3.1611,2.04,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5921
1746,-63.712,-38.62,-55.178,38.688,0.5,3.1283,5.99,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.061399999999999996
1747,129.383,-43.865,28.894,-27.594,0.5,3.1265,4.03,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1191
1748,-132.371,-50.057,4.222,-25.626,0.5,3.1292,2.68,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.36840000000000006
1749,162.238,-57.79,-43.573,20.977,0.0,3.1637,4.64,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.32939999999999997
1750,-162.68,-38.564,58.572,-66.933,0.5,3.1179,2.66,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.414
1751,-36.138,40.069,-81.881,65.155,0.0,3.1675,4.85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0264
1752,-145.303,71.471,14.676,-60.08,0.0,3.129,2.79,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5085999999999999
1753,43.433,21.394,19.553,-54.143,0.5,3.1495,2.49,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.141
1754,100.556,40.759,20.201,-28.506,1.0,3.1452,2.89,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9440999999999999
1755,-159.359,-41.686,39.459,12.444,0.5,3.1541,4.71,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3667
1756,96.918,-30.607,25.171,47.72,0.5,3.1278,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4065
1757,16.337,-47.224,44.449,42.356,0.5,3.1478,3.45,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.37200000000000005
1758,-76.804,-19.798,-43.861,-20.036,0.5,3.1328,5.34,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0658
1759,38.488,-36.359,10.881,39.335,0.5,3.1442,3.23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4572
1760,121.432,39.763,16.776,-37.483,0.5,3.1212,4.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1975
1761,29.59,-28.778,-54.038,16.63,0.5,3.1702,4.87,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2249
1762,75.217,-12.736,-15.792,-35.157,0.5,3.1431,4.95,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2447
1763,73.642,-27.124,-16.937,-14.68,0.0,3.1358,4.58,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0608
1764,-121.044,20.04,-42.876,-37.416,0.5,3.1384,3.29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0368
1765,145.721,-41.659,-51.941,59.378,0.5,3.1426,4.53,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0951
1766,149.669,40.579,63.917,29.864,0.5,3.1299,3.43,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3636
1767,16.511,-46.938,48.078,45.982,0.0,3.1462,4.35,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.43810000000000004
1768,111.983,24.23,-34.701,-22.356,0.5,3.1581,4.85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.09759999999999999
1769,-92.836,-30.019,-9.725,60.229,0.5,3.1382,3.46,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0547
1770,-143.981,23.277,-69.748,25.06,0.5,3.1609,3.36,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2922
1771,12.062,-77.336,44.55,-62.073,0.5,3.1518,4.38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4006
1772,60.578,-20.586,36.595,17.401,1.0,3.1379,3.63,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.102
1773,-130.076,-51.772,31.704,-54.631,0.5,3.1312,4.84,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1887
1774,117.285,28.312,-26.139,-44.795,1.0,3.1336,4.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.026600000000000002
1775,137.488,-48.25,18.186,-20.489,0.5,3.132,5.42,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1679
1776,91.06,-8.045,-62.843,18.889,0.0,3.1334,1.57,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2677
1777,-133.449,-43.098,-41.751,18.542,1.0,3.1649,4.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0375
1778,52.867,-43.719,35.586,-23.404,0.5,3.1426,2.08,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.16829999999999998
1779,-172.983,-56.214,-21.251,-29.667,0.0,3.1681,3.96,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3331
1780,111.381,-65.418,-2.674,-74.198,0.5,3.1227,1.06,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.13
1781,-43.284,-41.833,46.872,-22.078,0.5,3.1412,3.83,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6565000000000001
1782,-34.22,44.554,-34.916,-44.524,0.5,3.1489,4.41,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0834
1783,-14.186,21.2,-37.878,-55.699,0.5,3.1447,2.74,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.049100000000000005
1784,67.373,-20.088,-22.135,35.274,0.5,3.1335,2.65,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4
1785,152.962,48.988,-61.987,67.777,0.5,3.155,3.82,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.21539999999999998
1786,147.701,-19.934,-25.245,40.452,0.0,3.174,4.64,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0889
1787,44.176,-50.004,-48.911,53.153,0.5,3.1256,3.07,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7243999999999999
1788,4.022,-19.421,-59.19,-40.817,0.0,3.1351,3.52,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.39640000000000003
1789,-128.475,-34.687,-66.187,-27.082,0.5,3.1221,3.67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0596
1790,-122.214,68.313,16.899,-49.299,0.5,3.1347,2.09,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2712
1791,137.194,50.858,58.538,34.907,0.5,3.1289,3.77,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.042
1792,-138.846,-22.159,-63.905,63.417,0.0,3.1586,4.29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.11349999999999999
1793,-27.969,-54.716,32.806,57.991,0.0,3.1465,3.44,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.34979999999999994
1794,20.081,-67.318,30.679,-24.4,0.5,3.1112,4.97,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1725
1795,-113.105,61.019,32.923,46.085,0.0,3.1478,3.68,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.32880000000000004
1796,60.483,-31.694,-28.204,-47.719,0.0,3.1589,1.14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2782
1797,121.17,-42.485,-58.766,68.699,0.5,3.1358,4.3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3256
1798,78.887,26.608,-34.833,-26.156,0.5,3.1442,2.23,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3382
1799,10.605,-38.442,-24.247,-45.988,0.5,3.1211,5.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0803
1800,-90.183,-76.572,71.727,-58.018,0.5,3.1574,3.19,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1882
1801,-35.347,-67.901,35.317,-58.338,0.0,3.14,3.53,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6258
1802,-160.656,11.345,21.989,17.737,0.5,3.1239,4.01,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.29600000000000004
1803,156.937,64.244,16.468,30.04,0.5,3.1405,4.94,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.1153
1804,142.301,22.47,-33.438,12.089,0.0,3.1424,4.47,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.17149999999999999
1805,-166.392,19.909,16.964,-54.508,0.0,3.1333,3.09,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25920000000000004
1806,63.721,-19.873,-48.405,51.173,0.0,3.1426,5.26,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2235
1807,-66.295,12.215,-36.598,-42.515,0.5,3.1252,3.52,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20559999999999998
1808,14.549,-36.222,-34.793,-27.352,0.5,3.1789,2.74,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3599
1809,125.116,-35.884,-54.017,-66.645,0.5,3.1573,3.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1895
1810,-98.658,-36.782,54.593,-72.789,0.5,3.1381,2.82,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2702
1811,65.047,-4.924,24.226,-10.851,0.5,3.1235,4.61,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0823
1812,60.262,56.525,56.172,-74.796,0.5,3.1436,2.04,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9872
1813,90.233,42.414,-23.01,7.54,0.0,3.1334,5.89,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0674
1814,71.837,13.457,20.808,-32.411,0.0,3.1377,3.42,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.41009999999999996
1815,129.82,-2.822,18.1,33.96,0.5,3.1456,4.84,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2278
1816,-168.221,39.364,43.34,-41.396,0.0,3.1382,4.05,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2849
1817,25.613,-12.635,64.753,-9.272,0.5,3.1444,3.65,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4843
1818,-7.386,57.114,33.911,-50.708,0.5,3.1211,4.12,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.306
1819,16.9,-54.768,-17.463,20.762,0.0,3.1445,3.03,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.21899999999999997
1820,71.283,44.05,19.567,57.394,0.0,3.1382,3.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.18969999999999998
1821,-91.354,-14.251,41.654,-53.638,0.5,3.1139,3.97,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1883
1822,172.835,-51.289,-26.076,-36.843,0.5,3.142,4.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5103
1823,47.627,-16.819,31.852,-63.416,0.0,3.1301,3.82,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20129999999999998
1824,-64.336,5.186,-29.516,-27.395,0.5,3.1135,3.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0832
1825,-54.176,22.606,47.198,39.575,0.5,3.16,4.28,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2588
1826,68.563,-35.862,-60.849,33.861,0.5,3.1102,5.18,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0956
1827,12.455,31.862,-8.593,-23.062,0.0,3.1175,4.82,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.15460000000000002
1828,79.759,-55.503,-62.567,62.687,0.5,3.1361,4.13,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5021
1829,-41.729,39.247,-37.167,-48.881,0.5,3.1371,4.83,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0823
1830,-157.016,17.034,-58.792,29.262,0.5,3.1643,4.09,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18899999999999997
1831,-157.025,39.099,-65.351,-21.053,0.0,3.1441,4.07,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3761
1832,-95.471,25.759,-65.605,-60.454,0.0,3.1239,3.95,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1972
1833,54.173,46.056,-43.054,49.168,0.0,3.1454,5.35,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19030000000000002
1834,145.912,56.952,73.903,62.38,0.5,3.158,2.31,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6098
